simulation,Parameter,Estimate,model
235,sim_fisher,0.02646768594680153,NA
235,NA,NA,sim_global
236,(Intercept),-1.4432350932034168,NA
236,sim_nat_land,-0.4597765627323005,NA
236,sim_wide_lf,0.5369906540858542,NA
236,sim_wtd,0.0851213016226961,NA
236,sim_moose,-0.05694682740188557,NA
236,sim_squirrel,0.08766683647713477,NA
236,sim_hare,0.19690532568672955,NA
236,sim_wolf,0.15571973983459736,NA
236,sim_lynx,0.17564475268517557,NA
236,sim_fisher,0.018943667081002594,NA
236,NA,NA,sim_global
237,(Intercept),-1.5570115736221737,NA
237,sim_nat_land,-0.34474848017062415,NA
237,sim_wide_lf,0.5444893258277517,NA
237,sim_wtd,0.09419667291667116,NA
237,sim_moose,-0.0521540469921887,NA
237,sim_squirrel,0.0706637765707689,NA
237,sim_hare,0.16271580986045808,NA
237,sim_wolf,0.18423973504664404,NA
237,sim_lynx,0.1872471672416186,NA
237,sim_fisher,0.07142913516610724,NA
237,NA,NA,sim_global
238,(Intercept),-1.515446615257166,NA
238,sim_nat_land,-0.47491118887113776,NA
238,sim_wide_lf,0.5373192218427668,NA
238,sim_wtd,0.02010544995295613,NA
238,sim_moose,-0.04606529746506875,NA
238,sim_squirrel,0.11101740222845245,NA
238,sim_hare,0.1588866695955282,NA
238,sim_wolf,0.18560837486337467,NA
238,sim_lynx,0.1331388674679763,NA
238,sim_fisher,0.0906453403284224,NA
238,NA,NA,sim_global
239,(Intercept),-1.4379417138143924,NA
239,sim_nat_land,-0.5631377335520797,NA
239,sim_wide_lf,0.48648964426518965,NA
239,sim_wtd,0.02635384720662858,NA
239,sim_moose,-0.0416547435781794,NA
239,sim_squirrel,0.09326993985108017,NA
239,sim_hare,0.16823488389181102,NA
239,sim_wolf,0.24604680309263355,NA
239,sim_lynx,0.15882902085792405,NA
239,sim_fisher,0.012795110556872175,NA
239,NA,NA,sim_global_int
240,(Intercept),-0.9749013020161522,NA
240,sim_nat_land,-0.38362843970303007,NA
240,sim_wide_lf,0.18788651371608198,NA
240,sim_wtd,0.024744419098954036,NA
240,sim_moose,-0.07582585398565711,NA
240,sim_squirrel,0.07264805884035541,NA
240,sim_hare,0.2197399013549502,NA
240,sim_wolf,0.1654673036354935,NA
240,sim_lynx,0.16791235241276453,NA
240,sim_fisher,0.026274550522728705,NA
240,NA,NA,sim_global
241,(Intercept),-1.2141374713785367,NA
241,sim_nat_land,-0.36303010595407414,NA
241,sim_wide_lf,0.26789482330195924,NA
241,sim_wtd,0.025897491044806674,NA
241,sim_moose,-0.06594750861696191,NA
241,sim_squirrel,0.1103909696856333,NA
241,sim_hare,0.2006204449342443,NA
241,sim_wolf,0.16774913398428903,NA
241,sim_lynx,0.15708297004551364,NA
241,sim_fisher,0.050806677113291746,NA
241,NA,NA,sim_global
242,(Intercept),-1.0893540351245061,NA
242,sim_nat_land,-0.4191004471767198,NA
242,sim_wide_lf,0.3154213420561086,NA
242,sim_wtd,0.04124649911778284,NA
242,sim_moose,-0.08021909854754386,NA
242,sim_squirrel,0.08053906414851938,NA
242,sim_hare,0.18550485986641968,NA
242,sim_wolf,0.19375725501271662,NA
242,sim_lynx,0.1587766318746035,NA
242,sim_fisher,0.019315441954630565,NA
242,NA,NA,sim_global
243,(Intercept),-1.6446468094594715,NA
243,sim_nat_land,-0.36590002456238335,NA
243,sim_wide_lf,0.3636873034492212,NA
243,sim_wtd,0.1127193868450031,NA
243,sim_moose,-0.06187248044103026,NA
243,sim_squirrel,0.06769901157257019,NA
243,sim_hare,0.21538655123825617,NA
243,sim_wolf,0.23145658682661485,NA
243,sim_lynx,0.15100531429680766,NA
243,sim_fisher,0.00286467078353911,NA
243,NA,NA,sim_global_int
244,(Intercept),-1.5824578904059354,NA
244,sim_nat_land,-0.35011187941141364,NA
244,sim_wide_lf,0.7469930832227001,NA
244,sim_wtd,0.06937328837937526,NA
244,sim_moose,-0.05388157289766181,NA
244,sim_squirrel,0.07862317533567853,NA
244,sim_hare,0.19867245590754928,NA
244,sim_wolf,0.15943380318142447,NA
244,sim_lynx,0.14033833938464094,NA
244,sim_fisher,0.044864949751217416,NA
244,NA,NA,sim_global
245,(Intercept),-1.2934289395909486,NA
245,sim_nat_land,-0.33402449463465955,NA
245,sim_wide_lf,0.307454455516608,NA
245,sim_wtd,0.06376548631231355,NA
245,sim_moose,-0.11112659199319438,NA
245,sim_squirrel,0.08645456244460221,NA
245,sim_hare,0.15873535978904713,NA
245,sim_wolf,0.1246481905352748,NA
245,sim_lynx,0.13523306984584732,NA
245,sim_fisher,0.06832934955422809,NA
245,NA,NA,sim_global
246,(Intercept),-1.9041012912945567,NA
246,sim_nat_land,-0.13101794057907495,NA
246,sim_wide_lf,0.7822185522484894,NA
246,sim_wtd,0.08191603096604091,NA
246,sim_moose,-0.055945253295664236,NA
246,sim_squirrel,0.03872786806110595,NA
246,sim_hare,0.1868221105436772,NA
246,sim_wolf,0.21316138545305022,NA
246,sim_lynx,0.15779292412106719,NA
246,sim_fisher,0.06342932137240856,NA
246,NA,NA,sim_global
247,(Intercept),-1.26293489710759,NA
247,sim_nat_land,-0.22809047398582988,NA
247,sim_wide_lf,0.3993090449478651,NA
247,sim_wtd,0.03687190659232232,NA
247,sim_moose,-0.10131535232851506,NA
247,sim_squirrel,0.09101979769866593,NA
247,sim_hare,0.19872831975988892,NA
247,sim_wolf,0.17782881870399758,NA
247,sim_lynx,0.15350330822815134,NA
247,sim_fisher,-0.025586699497868112,NA
247,NA,NA,sim_global
248,(Intercept),-1.3832349710787377,NA
248,sim_nat_land,-0.3842941524858924,NA
248,sim_wide_lf,0.24143714955956053,NA
248,sim_wtd,0.05435672401661473,NA
248,sim_moose,-0.05750653297818385,NA
248,sim_squirrel,0.07155599160593547,NA
248,sim_hare,0.18906416735589976,NA
248,sim_wolf,0.18214273664058306,NA
248,sim_lynx,0.20933499725987448,NA
248,sim_fisher,0.023791754972913193,NA
248,NA,NA,sim_global
249,(Intercept),-1.17671166607785,NA
249,sim_nat_land,-0.3167043354308785,NA
249,sim_wide_lf,0.46361818103755403,NA
249,sim_wtd,0.0551217737458469,NA
249,sim_moose,-0.026222594986378803,NA
249,sim_squirrel,0.046325156037770335,NA
249,sim_hare,0.17330835484033558,NA
249,sim_wolf,0.1623273385318329,NA
249,sim_lynx,0.17275721912204334,NA
249,sim_fisher,0.011432486719267249,NA
249,NA,NA,sim_global
250,(Intercept),-1.2860048398759052,NA
250,sim_nat_land,-0.2733435807456148,NA
250,sim_wide_lf,0.32082222159247453,NA
250,sim_wtd,0.07534060622201111,NA
250,sim_moose,-0.06375322908653211,NA
250,sim_squirrel,0.06781860869592085,NA
250,sim_hare,0.18287681717058335,NA
250,sim_wolf,0.16900109748591197,NA
250,sim_lynx,0.1643040835646134,NA
250,sim_fisher,-0.013230048093775218,NA
250,NA,NA,sim_global
251,(Intercept),-1.2528575148109617,NA
251,sim_nat_land,-0.3146656501705796,NA
251,sim_wide_lf,0.5220472027478438,NA
251,sim_wtd,0.09384578606433608,NA
251,sim_moose,-0.11058029489868038,NA
251,sim_squirrel,0.073282286368854,NA
251,sim_hare,0.19530168432883876,NA
251,sim_wolf,0.1382802549086338,NA
251,sim_lynx,0.16626446883773593,NA
251,sim_fisher,0.034127146002886306,NA
251,NA,NA,sim_global
252,(Intercept),-1.517647454773746,NA
252,sim_nat_land,-0.5940507064840808,NA
252,sim_wide_lf,0.4605179713665176,NA
252,sim_wtd,0.05635426990552848,NA
252,sim_moose,-0.051573993972576906,NA
252,sim_squirrel,0.0925942965351243,NA
252,sim_hare,0.20393826421643882,NA
252,sim_wolf,0.21693058403274756,NA
252,sim_lynx,0.17983951471469387,NA
252,sim_fisher,0.008415491599141907,NA
252,NA,NA,sim_global
253,(Intercept),-1.1956021814841482,NA
253,sim_nat_land,-0.6271355563136665,NA
253,sim_wide_lf,0.2026885356714172,NA
253,sim_wtd,0.13795656123121813,NA
253,sim_moose,-0.0718347002105724,NA
253,sim_squirrel,0.08578119346095636,NA
253,sim_hare,0.19769338360456915,NA
253,sim_wolf,0.14105000481838104,NA
253,sim_lynx,0.14531732176994247,NA
253,sim_fisher,-0.006789634149264331,NA
253,NA,NA,sim_global
254,(Intercept),-1.3055153662967154,NA
254,sim_nat_land,-0.7211555117258563,NA
254,sim_wide_lf,0.5728853763921578,NA
254,sim_wtd,0.0550358519706371,NA
254,sim_moose,-0.03207959765193813,NA
254,sim_squirrel,0.04440993825544717,NA
254,sim_hare,0.176484519925852,NA
254,sim_wolf,0.19607143198552723,NA
254,sim_lynx,0.17684122538539293,NA
254,sim_fisher,0.031136923459690498,NA
254,NA,NA,sim_global
255,(Intercept),-1.4720017010943092,NA
255,sim_nat_land,-0.24728978772572602,NA
255,sim_wide_lf,0.5087565628454652,NA
255,sim_wtd,0.017529082119962926,NA
255,sim_moose,-0.05407833495645639,NA
255,sim_squirrel,0.08146142591604028,NA
255,sim_hare,0.17846713141704007,NA
255,sim_wolf,0.19475222802683234,NA
255,sim_lynx,0.18333271509797108,NA
255,sim_fisher,-8.688263104336426e-4,NA
255,NA,NA,sim_global
256,(Intercept),-1.5662992656865018,NA
256,sim_nat_land,-0.16915846130430517,NA
256,sim_wide_lf,0.42077244247786694,NA
256,sim_wtd,-0.0026749341120274124,NA
256,sim_moose,-0.04869754668674967,NA
256,sim_squirrel,0.08499667221811355,NA
256,sim_hare,0.22744989282014777,NA
256,sim_wolf,0.17321853489168076,NA
256,sim_lynx,0.18741192042640847,NA
256,sim_fisher,-0.01588228750762069,NA
256,NA,NA,sim_global
257,(Intercept),-1.4285869745682005,NA
257,sim_nat_land,-0.4907270859626615,NA
257,sim_wide_lf,0.35619282175108963,NA
257,sim_wtd,0.10956310110013001,NA
257,sim_moose,-0.041213147892558005,NA
257,sim_squirrel,0.08051270499940105,NA
257,sim_hare,0.17251740769681728,NA
257,sim_wolf,0.1714393458341164,NA
257,sim_lynx,0.13888571098041153,NA
257,sim_fisher,0.02071700375152174,NA
257,NA,NA,sim_global
258,(Intercept),-1.6333933704941672,NA
258,sim_nat_land,-0.6458409754536374,NA
258,sim_wide_lf,0.4952220587982176,NA
258,sim_wtd,0.07098333161642623,NA
258,sim_moose,-0.07169805652552866,NA
258,sim_squirrel,0.11442768441058784,NA
258,sim_hare,0.21841535254438238,NA
258,sim_wolf,0.21499357085029552,NA
258,sim_lynx,0.19663245250090688,NA
258,sim_fisher,0.05216507419354972,NA
258,NA,NA,sim_global_int
259,(Intercept),-1.2374772835316112,NA
259,sim_nat_land,-0.5038787130136464,NA
259,sim_wide_lf,0.4230639681505402,NA
259,sim_wtd,0.058258855353891956,NA
259,sim_moose,-0.070590561464583,NA
259,sim_squirrel,0.11992072171841614,NA
259,sim_hare,0.2076273527373773,NA
259,sim_wolf,0.13385729950062958,NA
259,sim_lynx,0.16516520247231975,NA
259,sim_fisher,0.0422820145623565,NA
259,NA,NA,sim_global
260,(Intercept),-1.4377242551583538,NA
260,sim_nat_land,-0.41757521871403347,NA
260,sim_wide_lf,0.7368854770184489,NA
260,sim_wtd,0.05443816466587548,NA
260,sim_moose,-0.07597322780614674,NA
260,sim_squirrel,0.05999769520589131,NA
260,sim_hare,0.16825811260318035,NA
260,sim_wolf,0.2025165305335464,NA
260,sim_lynx,0.16151943920968698,NA
260,sim_fisher,0.010245123385800966,NA
260,NA,NA,sim_global
261,(Intercept),-1.3261295999505278,NA
261,sim_nat_land,-0.5926644215845551,NA
261,sim_wide_lf,0.5413860186220019,NA
261,sim_wtd,0.01612060882156467,NA
261,sim_moose,-0.03486242730043288,NA
261,sim_squirrel,0.09859853411463243,NA
261,sim_hare,0.21854562063973348,NA
261,sim_wolf,0.15945365700689418,NA
261,sim_lynx,0.19634342428539708,NA
261,sim_fisher,0.032850752645542824,NA
261,NA,NA,sim_global
262,(Intercept),-1.4531118951597484,NA
262,sim_nat_land,-0.5149887771363288,NA
262,sim_wide_lf,0.4047160580186896,NA
262,sim_wtd,0.046808178837321954,NA
262,sim_moose,-0.06608167965163478,NA
262,sim_squirrel,0.12106544113539422,NA
262,sim_hare,0.17293149038620265,NA
262,sim_wolf,0.1874732414960256,NA
262,sim_lynx,0.19572125460116424,NA
262,sim_fisher,0.017136203965714674,NA
262,NA,NA,sim_global_int
263,(Intercept),-1.3007793493343525,NA
263,sim_nat_land,-0.4108456725954756,NA
263,sim_wide_lf,0.33356325842271184,NA
263,sim_wtd,0.07847577353740826,NA
263,sim_moose,-0.05917132768556582,NA
263,sim_squirrel,0.13039749172072673,NA
263,sim_hare,0.1880741550938076,NA
263,sim_wolf,0.14137679410381043,NA
263,sim_lynx,0.1976142966905064,NA
263,sim_fisher,-0.0012602653828457577,NA
263,NA,NA,sim_global_int
264,(Intercept),-1.4220204357211128,NA
264,sim_nat_land,-0.6791606615158727,NA
264,sim_wide_lf,0.3237531486314008,NA
264,sim_wtd,0.07353988885534803,NA
264,sim_moose,-0.05362436407375118,NA
264,sim_squirrel,0.12670706928141254,NA
264,sim_hare,0.19428538352839997,NA
264,sim_wolf,0.19572990292362874,NA
264,sim_lynx,0.21769710532428266,NA
264,sim_fisher,0.037783418091708154,NA
264,NA,NA,sim_global
265,(Intercept),-1.699005599437475,NA
265,sim_nat_land,-0.4225066154541667,NA
265,sim_wide_lf,0.5595196893345019,NA
265,sim_wtd,0.055215594140551494,NA
265,sim_moose,-0.05444384939986477,NA
265,sim_squirrel,0.0887162443748184,NA
265,sim_hare,0.20246551385098516,NA
265,sim_wolf,0.2194649632986831,NA
265,sim_lynx,0.2118237685729979,NA
265,sim_fisher,0.015989415302930767,NA
265,NA,NA,sim_global
266,(Intercept),-1.3807715784693424,NA
266,sim_nat_land,-0.38526990831963637,NA
266,sim_wide_lf,0.3130757209528047,NA
266,sim_wtd,0.07149547341863266,NA
266,sim_moose,-0.0750948627154196,NA
266,sim_squirrel,0.08884814720663066,NA
266,sim_hare,0.2152436466199228,NA
266,sim_wolf,0.1980111002864578,NA
266,sim_lynx,0.17876355858626683,NA
266,sim_fisher,-0.015825554796780193,NA
266,NA,NA,sim_global
267,(Intercept),-1.6848645921921435,NA
267,sim_nat_land,-0.39604066697509305,NA
267,sim_wide_lf,0.4377588226483077,NA
267,sim_wtd,0.02643944339237909,NA
267,sim_moose,-0.025431528643856022,NA
267,sim_squirrel,0.11182193254287934,NA
267,sim_hare,0.20133028895141364,NA
267,sim_wolf,0.19346614497225162,NA
267,sim_lynx,0.20769890606755992,NA
267,sim_fisher,-0.011339204565230077,NA
267,NA,NA,sim_global
268,(Intercept),-1.1334703801481023,NA
268,sim_nat_land,-0.4453676063786184,NA
268,sim_wide_lf,0.34003387791964346,NA
268,sim_wtd,0.04182215016448723,NA
268,sim_moose,-0.03561511061536138,NA
268,sim_squirrel,0.05978278384786273,NA
268,sim_hare,0.17718681314556728,NA
268,sim_wolf,0.1775465515613117,NA
268,sim_lynx,0.1570874775902708,NA
268,sim_fisher,0.016786372930208092,NA
268,NA,NA,sim_global
269,(Intercept),-1.7286956683786396,NA
269,sim_nat_land,-0.38644611386404126,NA
269,sim_wide_lf,0.6161454122023156,NA
269,sim_wtd,0.08422602736526691,NA
269,sim_moose,-0.05918408661192403,NA
269,sim_squirrel,0.0988338592587491,NA
269,sim_hare,0.22378022109709841,NA
269,sim_wolf,0.1977843848048132,NA
269,sim_lynx,0.16081561824941898,NA
269,sim_fisher,-0.00990041705500088,NA
269,NA,NA,sim_global
270,(Intercept),-1.5326330825756829,NA
270,sim_nat_land,-0.4368524896399584,NA
270,sim_wide_lf,0.34199444088604103,NA
270,sim_wtd,0.02416794854921953,NA
270,sim_moose,-0.05214592132114591,NA
270,sim_squirrel,0.0860761969276143,NA
270,sim_hare,0.21283302363209777,NA
270,sim_wolf,0.1437085389785625,NA
270,sim_lynx,0.21112425417455327,NA
270,sim_fisher,0.034536997764620436,NA
270,NA,NA,sim_global
271,(Intercept),-1.068757463868856,NA
271,sim_nat_land,-0.4598312437176684,NA
271,sim_wide_lf,0.284425749608369,NA
271,sim_wtd,0.033724495659852714,NA
271,sim_moose,-0.022325347261364308,NA
271,sim_squirrel,0.035449416528935435,NA
271,sim_hare,0.18588941984543433,NA
271,sim_wolf,0.12472215085255056,NA
271,sim_lynx,0.1535474311729441,NA
271,sim_fisher,0.010480125324288946,NA
271,NA,NA,sim_global
272,(Intercept),-1.3414959926049022,NA
272,sim_nat_land,-0.510575602580658,NA
272,sim_wide_lf,0.4446474527570904,NA
272,sim_wtd,0.11311268547410633,NA
272,sim_moose,-0.05870328081813872,NA
272,sim_squirrel,0.1572250244596659,NA
272,sim_hare,0.18115201603729555,NA
272,sim_wolf,0.24375629077857094,NA
272,sim_lynx,0.1433892425398395,NA
272,sim_fisher,-0.03170979516641666,NA
272,NA,NA,sim_global
273,(Intercept),-1.4767173731712449,NA
273,sim_nat_land,-0.22948160805468243,NA
273,sim_wide_lf,0.6160460178422096,NA
273,sim_wtd,0.06690754234244943,NA
273,sim_moose,-0.05450015351073896,NA
273,sim_squirrel,0.0414446953143744,NA
273,sim_hare,0.18952468354521335,NA
273,sim_wolf,0.18726531916784062,NA
273,sim_lynx,0.18253893641451374,NA
273,sim_fisher,0.022310205600122673,NA
273,NA,NA,sim_global
274,(Intercept),-1.554256790471829,NA
274,sim_nat_land,-0.39957383659620604,NA
274,sim_wide_lf,0.670037935264941,NA
274,sim_wtd,0.10060564851068943,NA
274,sim_moose,-0.06778301972964759,NA
274,sim_squirrel,0.033395395719681704,NA
274,sim_hare,0.19939045784642034,NA
274,sim_wolf,0.2019966082548126,NA
274,sim_lynx,0.19212702725844932,NA
274,sim_fisher,0.01188609020625286,NA
274,NA,NA,sim_global
275,(Intercept),-1.6122166048120017,NA
275,sim_nat_land,-0.27224574919824884,NA
275,sim_wide_lf,0.7888451975234252,NA
275,sim_wtd,0.05818051115671219,NA
275,sim_moose,-0.039174908015559076,NA
275,sim_squirrel,0.16278089569393453,NA
275,sim_hare,0.19356298789494014,NA
275,sim_wolf,0.167714567797715,NA
275,sim_lynx,0.1785707030077844,NA
275,sim_fisher,0.009868511832639381,NA
275,NA,NA,sim_global
276,(Intercept),-1.4556041475330868,NA
276,sim_nat_land,-0.5366167432857689,NA
276,sim_wide_lf,0.4985133653461518,NA
276,sim_wtd,0.13746570622028248,NA
276,sim_moose,-0.05633464027313909,NA
276,sim_squirrel,0.10011437256129618,NA
276,sim_hare,0.1605369836372642,NA
276,sim_wolf,0.20454457652095448,NA
276,sim_lynx,0.17003651056100993,NA
276,sim_fisher,0.006695391963550329,NA
276,NA,NA,sim_global
277,(Intercept),-1.6458097963988887,NA
277,sim_nat_land,-0.49470929654851614,NA
277,sim_wide_lf,0.5926716432030006,NA
277,sim_wtd,0.06255463742803916,NA
277,sim_moose,-0.04143961174661204,NA
277,sim_squirrel,0.05557823835590704,NA
277,sim_hare,0.2156998263017855,NA
277,sim_wolf,0.2109935898649994,NA
277,sim_lynx,0.17897744046672148,NA
277,sim_fisher,0.017511648464800085,NA
277,NA,NA,sim_global
278,(Intercept),-1.3775080757128761,NA
278,sim_nat_land,-0.6061095067476623,NA
278,sim_wide_lf,0.3833155178731658,NA
278,sim_wtd,-0.011964544175709378,NA
278,sim_moose,-0.06998938313518499,NA
278,sim_squirrel,0.0799524041328154,NA
278,sim_hare,0.19815835315776015,NA
278,sim_wolf,0.21726133622720806,NA
278,sim_lynx,0.19523231608377584,NA
278,sim_fisher,0.04125038188412296,NA
278,NA,NA,sim_global
279,(Intercept),-1.3418870409282826,NA
279,sim_nat_land,-0.4155568418061424,NA
279,sim_wide_lf,0.7207879687390422,NA
279,sim_wtd,0.12359443661293784,NA
279,sim_moose,-0.08740361405213726,NA
279,sim_squirrel,0.08722502345604749,NA
279,sim_hare,0.18736680583511192,NA
279,sim_wolf,0.17497195900920431,NA
279,sim_lynx,0.16561325169031266,NA
279,sim_fisher,0.0418423397955162,NA
279,NA,NA,sim_global
280,(Intercept),-1.8338766251141672,NA
280,sim_nat_land,-0.27293967410585773,NA
280,sim_wide_lf,0.6813631460361187,NA
280,sim_wtd,0.11198222585400508,NA
280,sim_moose,-0.06447413494871759,NA
280,sim_squirrel,0.09562630615042483,NA
280,sim_hare,0.24117578890037156,NA
280,sim_wolf,0.17976911759745973,NA
280,sim_lynx,0.18038667069068243,NA
280,sim_fisher,-0.011097386369773535,NA
280,NA,NA,sim_global
281,(Intercept),-1.4119211470170225,NA
281,sim_nat_land,-0.3944390547289506,NA
281,sim_wide_lf,0.2338416346083561,NA
281,sim_wtd,0.09052155829652025,NA
281,sim_moose,-0.08576076960561796,NA
281,sim_squirrel,0.10890264608378136,NA
281,sim_hare,0.18059899367430654,NA
281,sim_wolf,0.17596120500295875,NA
281,sim_lynx,0.15297880617480059,NA
281,sim_fisher,0.07529190284537152,NA
281,NA,NA,sim_global
282,(Intercept),-1.3161875155219906,NA
282,sim_nat_land,-0.41795708703031964,NA
282,sim_wide_lf,0.2746010125474534,NA
282,sim_wtd,0.04832335382137415,NA
282,sim_moose,-0.018453140731827078,NA
282,sim_squirrel,0.09093574313665444,NA
282,sim_hare,0.18982351408196813,NA
282,sim_wolf,0.21092419062865625,NA
282,sim_lynx,0.12925103064269466,NA
282,sim_fisher,-0.0020023794449922448,NA
282,NA,NA,sim_global
283,(Intercept),-1.4898445415559012,NA
283,sim_nat_land,-0.14594866577665955,NA
283,sim_wide_lf,0.4534323388230531,NA
283,sim_wtd,0.11849486197986321,NA
283,sim_moose,-0.07399148255993931,NA
283,sim_squirrel,0.07146479707952362,NA
283,sim_hare,0.17095367677946194,NA
283,sim_wolf,0.2091767249442117,NA
283,sim_lynx,0.1684655336701672,NA
283,sim_fisher,0.04923923118157378,NA
283,NA,NA,sim_global
284,(Intercept),-1.6186778209978867,NA
284,sim_nat_land,-0.049011764978889386,NA
284,sim_wide_lf,0.5410078174286146,NA
284,sim_wtd,0.06594149796333976,NA
284,sim_moose,-0.04454392356508603,NA
284,sim_squirrel,0.05455035119440731,NA
284,sim_hare,0.2160318420036631,NA
284,sim_wolf,0.21832431626397505,NA
284,sim_lynx,0.17213171230281438,NA
284,sim_fisher,0.0266850902850363,NA
284,NA,NA,sim_global_int
285,(Intercept),-1.361897605564164,NA
285,sim_nat_land,-0.4790344988411114,NA
285,sim_wide_lf,0.5587701159309386,NA
285,sim_wtd,0.07666061533159106,NA
285,sim_moose,-0.08511572276190774,NA
285,sim_squirrel,0.12737021677612612,NA
285,sim_hare,0.15865068708305424,NA
285,sim_wolf,0.1557112371972198,NA
285,sim_lynx,0.1773040700271377,NA
285,sim_fisher,0.024154145902142855,NA
285,NA,NA,sim_global
286,(Intercept),-1.3242357611469262,NA
286,sim_nat_land,-0.603398718479331,NA
286,sim_wide_lf,0.447777978625168,NA
286,sim_wtd,0.10146916705417341,NA
286,sim_moose,-0.05987475879132803,NA
286,sim_squirrel,0.049307677194197694,NA
286,sim_hare,0.18896639354381856,NA
286,sim_wolf,0.2073438025073881,NA
286,sim_lynx,0.15560692845878632,NA
286,sim_fisher,0.03827931017722565,NA
286,NA,NA,sim_global
287,(Intercept),-1.0890261070408687,NA
287,sim_nat_land,-0.6527000040011552,NA
287,sim_wide_lf,0.3063131300515702,NA
287,sim_wtd,0.05388495123997261,NA
287,sim_moose,-0.06236577502766777,NA
287,sim_squirrel,0.04123057692451393,NA
287,sim_hare,0.1851083551128647,NA
287,sim_wolf,0.16956577145260887,NA
287,sim_lynx,0.1773255181326725,NA
287,sim_fisher,0.07870987911253913,NA
287,NA,NA,sim_global
288,(Intercept),-1.1952050540795633,NA
288,sim_nat_land,-0.5201296088700726,NA
288,sim_wide_lf,0.4126090708807793,NA
288,sim_wtd,0.043820230825297096,NA
288,sim_moose,-0.09411083420158357,NA
288,sim_squirrel,0.0485922913933981,NA
288,sim_hare,0.19855018036598893,NA
288,sim_wolf,0.20934762793238154,NA
288,sim_lynx,0.15054552358284068,NA
288,sim_fisher,0.040825048342393956,NA
288,NA,NA,sim_global
289,(Intercept),-1.3338795132251382,NA
289,sim_nat_land,-0.4726680073918218,NA
289,sim_wide_lf,0.28122919984512773,NA
289,sim_wtd,0.11625812285076369,NA
289,sim_moose,-0.04527113119871611,NA
289,sim_squirrel,0.10019542687126186,NA
289,sim_hare,0.19306172504215974,NA
289,sim_wolf,0.2135599953699044,NA
289,sim_lynx,0.15189397994218284,NA
289,sim_fisher,0.0435990666731098,NA
289,NA,NA,sim_global
290,(Intercept),-1.2509041471914286,NA
290,sim_nat_land,-0.5348850269372967,NA
290,sim_wide_lf,0.2948058885706751,NA
290,sim_wtd,0.06091918201342537,NA
290,sim_moose,-0.058425247380922585,NA
290,sim_squirrel,0.11681035511220189,NA
290,sim_hare,0.1663359796806986,NA
290,sim_wolf,0.1955104742646892,NA
290,sim_lynx,0.15600601930846902,NA
290,sim_fisher,-0.00626937021657459,NA
290,NA,NA,sim_global
291,(Intercept),-1.55427041166877,NA
291,sim_nat_land,-0.3085862298748838,NA
291,sim_wide_lf,0.6780217634227862,NA
291,sim_wtd,0.09464267963698812,NA
291,sim_moose,-0.06093622934453573,NA
291,sim_squirrel,0.045370834304624685,NA
291,sim_hare,0.2239381452630207,NA
291,sim_wolf,0.21920292061628943,NA
291,sim_lynx,0.1140978876793572,NA
291,sim_fisher,0.012490359970563827,NA
291,NA,NA,sim_global
292,(Intercept),-1.6358186184723136,NA
292,sim_nat_land,-0.30984553473794885,NA
292,sim_wide_lf,0.45534508884836233,NA
292,sim_wtd,0.04587469508112775,NA
292,sim_moose,-0.05137483751990419,NA
292,sim_squirrel,0.11487058534280678,NA
292,sim_hare,0.20008809336358743,NA
292,sim_wolf,0.21092821553283664,NA
292,sim_lynx,0.11667642177493628,NA
292,sim_fisher,0.061604494387443046,NA
292,NA,NA,sim_global
293,(Intercept),-1.6254021183402925,NA
293,sim_nat_land,-0.27841192684843563,NA
293,sim_wide_lf,0.48992222652021483,NA
293,sim_wtd,0.0376704143520098,NA
293,sim_moose,-0.047164252641782166,NA
293,sim_squirrel,0.059987785073824004,NA
293,sim_hare,0.20809939890780055,NA
293,sim_wolf,0.1475480985682538,NA
293,sim_lynx,0.18789809751128983,NA
293,sim_fisher,0.021917153068537115,NA
293,NA,NA,sim_global
294,(Intercept),-1.628581538180442,NA
294,sim_nat_land,-0.2233013006032071,NA
294,sim_wide_lf,0.270464727913178,NA
294,sim_wtd,-0.005550900032099812,NA
294,sim_moose,-0.05958902880210272,NA
294,sim_squirrel,0.11051465732462074,NA
294,sim_hare,0.2178736388639138,NA
294,sim_wolf,0.21317430669611667,NA
294,sim_lynx,0.1875673147774726,NA
294,sim_fisher,0.019437142061390206,NA
294,NA,NA,sim_global_int
295,(Intercept),-1.2135806130773044,NA
295,sim_nat_land,-0.6285993175397464,NA
295,sim_wide_lf,0.413705265662055,NA
295,sim_wtd,0.0014957455356845507,NA
295,sim_moose,-0.09185953182466855,NA
295,sim_squirrel,0.09910365250053119,NA
295,sim_hare,0.22091893552718744,NA
295,sim_wolf,0.1721505166907234,NA
295,sim_lynx,0.13453570317711033,NA
295,sim_fisher,0.014660517980246684,NA
295,NA,NA,sim_global
296,(Intercept),-1.6956282831380112,NA
296,sim_nat_land,-0.38852368727294234,NA
296,sim_wide_lf,0.47912668705383715,NA
296,sim_wtd,0.04057836203155887,NA
296,sim_moose,-0.030240675060205426,NA
296,sim_squirrel,0.13818599954822286,NA
296,sim_hare,0.2023446782615871,NA
296,sim_wolf,0.1888834185550299,NA
296,sim_lynx,0.21442480303738837,NA
296,sim_fisher,-0.008213200064552475,NA
296,NA,NA,sim_global
297,(Intercept),-1.39129651043954,NA
297,sim_nat_land,-0.363072413524859,NA
297,sim_wide_lf,0.47913690741218234,NA
297,sim_wtd,0.03174312810730921,NA
